"","fips","averageDispensing","averageDeaths","state","county","region","Population","quadrant","classification","lat","lng"
"685",17191,86.8857142857143,10.27156125,"Illinois","Wayne County, IL","Midwest",16031,"moreLess","Noncore",38.4296,-88.4256
"686",17193,119.2,14.7108575,"Illinois","White County, IL","Midwest",13364,"moreLess","Noncore",38.0875,-88.1796
"687",17195,70.0857142857143,12.95407375,"Illinois","Whiteside County, IL","Midwest",54656,"lessLess","Micropolitan",41.7562,-89.9141
"688",17197,58.2857142857143,17.37523625,"Illinois","Will County, IL","Midwest",688726,"lessMore","Large Fringe Metro",41.445,-87.9786
"689",17199,179.028571428571,19.23915,"Illinois","Williamson County, IL","Midwest",66415,"moreMore","Micropolitan",37.7303,-88.9299
"690",17201,103.785714285714,38.73491125,"Illinois","Winnebago County, IL","Midwest",281295,"moreMore","Medium Metro",42.3363,-89.1609
"691",17203,23.2285714285714,11.29439,"Illinois","Woodford County, IL","Midwest",38091,"lessLess","Medium Metro",40.7883,-89.2113
"692",18001,67.5,13.10450125,"Indiana","Adams County, IN","Midwest",35839,"lessLess","Medium Metro",40.7457,-84.9366
"693",18003,85.4571428571429,21.0326875,"Indiana","Allen County, IN","Midwest",382187,"moreMore","Medium Metro",41.0909,-85.0666
"694",18005,140.285714285714,22.17645375,"Indiana","Bartholomew County, IN","Midwest",84447,"moreMore","Micropolitan",39.206,-85.8976
"695",18007,16.0428571428571,15.8344475,"Indiana","Benton County, IN","Midwest",8741,"lessMore","Noncore",40.6063,-87.3109
"696",18009,119.914285714286,32.55309375,"Indiana","Blackford County, IN","Midwest",11782,"moreMore","Noncore",40.4736,-85.3248
"697",18011,79.0857142857143,20.7586475,"Indiana","Boone County, IN","Midwest",69347,"lessMore","Large Fringe Metro",40.0508,-86.4687
"698",18013,51.4285714285714,20.056995,"Indiana","Brown County, IN","Midwest",15112,"lessMore","Noncore",39.1962,-86.2274
"699",18015,37.4571428571429,15.7030925,"Indiana","Carroll County, IN","Midwest",20228,"lessMore","Noncore",40.5828,-86.5635
"700",18017,79.7,12.18231125,"Indiana","Cass County, IN","Midwest",37388,"lessLess","Micropolitan",40.7615,-86.346
"701",18019,138.071428571429,32.562855,"Indiana","Clark County, IN","Midwest",119266,"moreMore","Medium Metro",38.4772,-85.7073
"702",18021,123.714285714286,16.0649275,"Indiana","Clay County, IN","Midwest",26246,"moreMore","Small Metro",39.3928,-87.1158
"703",18023,99.4571428571429,21.1642475,"Indiana","Clinton County, IN","Midwest",32206,"moreMore","Small Metro",40.3017,-86.4751
"704",18025,67.7142857142857,20.915545,"Indiana","Crawford County, IN","Midwest",10629,"lessMore","Noncore",38.2924,-86.4517
"705",18027,115.242857142857,11.29398,"Indiana","Daviess County, IN","Midwest",33505,"moreLess","Micropolitan",38.7024,-87.072
"706",18029,121.5,28.9644225,"Indiana","Dearborn County, IN","Midwest",49824,"moreMore","Large Fringe Metro",39.1452,-84.9732
"707",18031,102.985714285714,23.065825,"Indiana","Decatur County, IN","Midwest",26584,"moreMore","Noncore",39.307,-85.5011
"708",18033,74.4142857142857,15.98703375,"Indiana","De Kalb County, IN","Midwest",43670,"lessMore","Medium Metro",41.3976,-84.9991
"709",18035,138.114285714286,33.67314125,"Indiana","Delaware County, IN","Midwest",113454,"moreMore","Small Metro",40.2275,-85.3969
"710",18037,129.171428571429,9.39366,"Indiana","Dubois County, IN","Midwest",42542,"moreLess","Micropolitan",38.3643,-86.8798
"711",18039,85.3571428571429,12.69713,"Indiana","Elkhart County, IN","Midwest",206161,"moreLess","Small Metro",41.5974,-85.8587
"712",18041,156,55.53885625,"Indiana","Fayette County, IN","Midwest",22892,"moreMore","Micropolitan",39.64,-85.1788
"713",18043,197.1,29.06438125,"Indiana","Floyd County, IN","Midwest",78936,"moreMore","Medium Metro",38.3188,-85.907
"714",18045,131.785714285714,17.9175625,"Indiana","Fountain County, IN","Midwest",16511,"moreMore","Noncore",40.1209,-87.242
"715",18047,56.0857142857143,28.69407375,"Indiana","Franklin County, IN","Midwest",22761,"lessMore","Noncore",39.4149,-85.0602
"716",18049,112.2,17.58385125,"Indiana","Fulton County, IN","Midwest",20018,"moreMore","Noncore",41.047,-86.2635
"717",18051,92.5571428571429,11.40426,"Indiana","Gibson County, IN","Midwest",33825,"moreLess","Noncore",38.3119,-87.5846
"718",18053,131.014285714286,31.27182875,"Indiana","Grant County, IN","Midwest",65225,"moreMore","Micropolitan",40.5158,-85.6547
"719",18055,102.5,18.70347375,"Indiana","Greene County, IN","Midwest",32203,"moreMore","Noncore",39.0363,-86.9621
"720",18057,67.7,11.2401575,"Indiana","Hamilton County, IN","Midwest",344238,"lessLess","Large Fringe Metro",40.0725,-86.052
"721",18059,94.9285714285714,21.43507125,"Indiana","Hancock County, IN","Midwest",79553,"moreMore","Large Fringe Metro",39.8236,-85.7733
"722",18061,97.7142857142857,22.0115625,"Indiana","Harrison County, IN","Midwest",40682,"moreMore","Medium Metro",38.1951,-86.1114
"723",18063,88.0142857142857,16.73036625,"Indiana","Hendricks County, IN","Midwest",173251,"moreMore","Large Fringe Metro",39.7695,-86.51
"724",18065,120.557142857143,26.1575425,"Indiana","Henry County, IN","Midwest",48033,"moreMore","Micropolitan",39.9311,-85.3964
"725",18067,170.214285714286,34.7521875,"Indiana","Howard County, IN","Midwest",82732,"moreMore","Small Metro",40.4836,-86.117
"726",18069,88.1428571428571,18.44143375,"Indiana","Huntington County, IN","Midwest",36395,"moreMore","Medium Metro",40.8292,-85.4881
"727",18071,130.014285714286,29.48557875,"Indiana","Jackson County, IN","Midwest",44222,"moreMore","Micropolitan",38.9064,-86.0375
"728",18073,121.285714285714,18.0628725,"Indiana","Jasper County, IN","Midwest",33440,"moreMore","Noncore",41.023,-87.1161
"729",18075,113.471428571429,27.25415625,"Indiana","Jay County, IN","Midwest",20416,"moreMore","Noncore",40.438,-85.0057
"730",18077,142.671428571429,19.21646875,"Indiana","Jefferson County, IN","Midwest",32110,"moreMore","Micropolitan",38.7858,-85.4385
"731",18079,137.457142857143,30.82214875,"Indiana","Jennings County, IN","Midwest",27515,"moreMore","Noncore",38.9969,-85.628
"732",18081,103.628571428571,21.71658,"Indiana","Johnson County, IN","Midwest",160607,"moreMore","Large Fringe Metro",39.49,-86.1016
"733",18083,138.142857142857,14.24516875,"Indiana","Knox County, IN","Midwest",36522,"moreLess","Micropolitan",38.6891,-87.418
"734",18085,84.0142857142857,14.0593475,"Indiana","Kosciusko County, IN","Midwest",78988,"moreLess","Micropolitan",41.2441,-85.8607
"735",18087,22.6571428571429,6.361145,"Indiana","Lagrange County, IN","Midwest",40119,"lessLess","Noncore",41.6426,-85.4265
"736",18089,89.9,21.93525375,"Indiana","Lake County, IN","Midwest",487536,"moreMore","Large Fringe Metro",41.4167,-87.3821
"737",18091,110.4,22.4664775,"Indiana","La Porte County, IN","Midwest",109663,"moreMore","Micropolitan",41.546,-86.74
"738",18093,151.585714285714,16.81969,"Indiana","Lawrence County, IN","Midwest",45496,"moreMore","Micropolitan",38.8412,-86.4835
"739",18095,151.828571428571,32.2707225,"Indiana","Madison County, IN","Midwest",129681,"moreMore","Large Fringe Metro",40.1616,-85.7194
"740",18097,99.1714285714286,35.09407125,"Indiana","Marion County, IN","Midwest",966183,"moreMore","Large Central Metro",39.7817,-86.1385
"741",18099,85.9857142857143,14.49446375,"Indiana","Marshall County, IN","Midwest",46108,"moreLess","Noncore",41.3248,-86.2618
"742",18101,110.5,13.41285375,"Indiana","Martin County, IN","Midwest",10079,"moreLess","Noncore",38.708,-86.8031
"743",18103,69.8428571428571,16.41470125,"Indiana","Miami County, IN","Midwest",35328,"lessMore","Micropolitan",40.7695,-86.045
"744",18105,98.3857142857143,19.1211625,"Indiana","Monroe County, IN","Midwest",148219,"moreMore","Small Metro",39.1609,-86.5231
"745",18107,119.742857142857,24.30093625,"Indiana","Montgomery County, IN","Midwest",38365,"moreMore","Micropolitan",40.0404,-86.8933
"746",18109,152.057142857143,27.57503375,"Indiana","Morgan County, IN","Midwest",70707,"moreMore","Large Fringe Metro",39.4816,-86.4462
"747",18111,32.7571428571429,21.2664125,"Indiana","Newton County, IN","Midwest",13907,"lessMore","Noncore",40.9558,-87.3976
"748",18113,69.1857142857143,11.55525875,"Indiana","Noble County, IN","Midwest",47832,"lessLess","Noncore",41.3986,-85.4175
"749",18115,59.85,25.2809675,"Indiana","Ohio County, IN","Midwest",5892,"lessMore","Large Fringe Metro",38.9501,-84.9652
"750",18117,125.7,12.02381,"Indiana","Orange County, IN","Midwest",19651,"moreLess","Noncore",38.5418,-86.495
"751",18119,73.5,16.9312375,"Indiana","Owen County, IN","Midwest",20833,"lessMore","Noncore",39.3128,-86.8377
"752",18121,60.7857142857143,13.21575125,"Indiana","Parke County, IN","Midwest",16871,"lessLess","Noncore",39.7736,-87.2064
"753",18123,117.371428571429,12.91609,"Indiana","Perry County, IN","Midwest",19154,"moreLess","Noncore",38.0796,-86.638
"754",18125,106.771428571429,11.218145,"Indiana","Pike County, IN","Midwest",12378,"moreLess","Noncore",38.3988,-87.2322
"755",18127,98.9285714285714,23.653125,"Indiana","Porter County, IN","Midwest",170980,"moreMore","Large Fringe Metro",41.4603,-87.0672
"756",18129,70.1857142857143,14.26137125,"Indiana","Posey County, IN","Midwest",25275,"lessLess","Medium Metro",38.0218,-87.8685
"757",18131,81.4428571428571,27.6243725,"Indiana","Pulaski County, IN","Midwest",12388,"lessMore","Noncore",41.0419,-86.6988
"758",18133,82.1571428571429,13.95424875,"Indiana","Putnam County, IN","Midwest",37469,"moreLess","Noncore",39.6663,-86.845
"759",18135,92.9428571428571,29.3927975,"Indiana","Randolph County, IN","Midwest",24191,"moreMore","Noncore",40.1576,-85.0114
"760",18137,104.285714285714,25.614715,"Indiana","Ripley County, IN","Midwest",28448,"moreMore","Noncore",39.1035,-85.2624
"761",18139,103.385714285714,20.76175375,"Indiana","Rush County, IN","Midwest",16649,"moreMore","Noncore",39.62,-85.4658
"762",18141,94.3857142857143,20.11331625,"Indiana","St. Joseph County, IN","Midwest",271484,"moreMore","Small Metro",41.6167,-86.2899
"763",18143,234.071428571429,50.9494175,"Indiana","Scott County, IN","Midwest",23788,"moreMore","Medium Metro",38.6851,-85.7475
"764",18145,101.571428571429,22.3165625,"Indiana","Shelby County, IN","Midwest",44871,"moreMore","Large Fringe Metro",39.5237,-85.7917
"765",18147,36.34,9.86881,"Indiana","Spencer County, IN","Midwest",20225,"lessLess","Noncore",38.0141,-87.0077
"766",18149,140.828571428571,42.75246375,"Indiana","Starke County, IN","Midwest",23049,"moreMore","Noncore",41.2809,-86.6476
"767",18151,102.571428571429,9.3992775,"Indiana","Steuben County, IN","Midwest",34831,"moreLess","Noncore",41.6439,-85.0009
"768",18153,99.0285714285714,22.4678125,"Indiana","Sullivan County, IN","Midwest",20578,"moreMore","Noncore",39.0888,-87.4147
"769",18155,64.9714285714286,27.71988625,"Indiana","Switzerland County, IN","Midwest",10724,"lessMore","Noncore",38.8262,-85.0369
"770",18157,84.9285714285714,17.22965,"Indiana","Tippecanoe County, IN","Midwest",196115,"moreMore","Small Metro",40.3886,-86.8941
"771",18159,88.7142857142857,21.351255,"Indiana","Tipton County, IN","Midwest",15227,"moreMore","Small Metro",40.3113,-86.0519
"772",18161,68.3142857142857,33.89681,"Indiana","Union County, IN","Midwest",7119,"lessMore","Noncore",39.6256,-84.9251
"773",18163,156.085714285714,25.286925,"Indiana","Vanderburgh County, IN","Midwest",182447,"moreMore","Medium Metro",38.0249,-87.5859
"774",18165,119.714285714286,19.22565,"Indiana","Vermillion County, IN","Midwest",15329,"moreMore","Small Metro",39.8538,-87.464
"775",18167,155.471428571429,18.74068625,"Indiana","Vigo County, IN","Midwest",106608,"moreMore","Small Metro",39.4306,-87.39
"776",18169,106.528571428571,24.0066575,"Indiana","Wabash County, IN","Midwest",30784,"moreMore","Micropolitan",40.8456,-85.794
"777",18171,NA,15.60704125,"Indiana","Warren County, IN","Midwest",8194,NA,"Noncore",40.3469,-87.3533
"778",18173,90.3714285714286,10.97276875,"Indiana","Warrick County, IN","Midwest",63269,"moreLess","Medium Metro",38.0922,-87.2721
"779",18175,110.1,26.1338725,"Indiana","Washington County, IN","Midwest",28213,"moreMore","Noncore",38.6,-86.1053
"780",18177,125.757142857143,51.80998125,"Indiana","Wayne County, IN","Midwest",65778,"moreMore","Micropolitan",39.8644,-85.0098
"781",18179,76.2285714285714,17.68978125,"Indiana","Wells County, IN","Midwest",28142,"lessMore","Medium Metro",40.7292,-85.2212
"782",18181,87.3857142857143,20.33429,"Indiana","White County, IN","Midwest",24165,"moreMore","Noncore",40.7498,-86.8655
"783",18183,111.842857142857,11.0441475,"Indiana","Whitley County, IN","Midwest",34378,"moreLess","Medium Metro",41.1394,-85.5051
"784",19001,36.9,9.007285,"Iowa","Adair County, IA","Midwest",7059,"lessLess","Noncore",41.3307,-94.471
"785",19003,83.4666666666667,10.01363375,"Iowa","Adams County, IA","Midwest",3588,"moreLess","Noncore",41.029,-94.6992
"786",19005,51.0285714285714,7.81340375,"Iowa","Allamakee County, IA","Midwest",13642,"lessLess","Noncore",43.2843,-91.3781
"787",19007,93.0571428571429,13.5437825,"Iowa","Appanoose County, IA","Midwest",12430,"moreLess","Noncore",40.7432,-92.8686
"788",19009,40.3,6.48221875,"Iowa","Audubon County, IA","Midwest",5481,"lessLess","Noncore",41.6846,-94.9058
"789",19011,3.2,6.01656375,"Iowa","Benton County, IA","Midwest",25414,"lessLess","Noncore",42.0802,-92.0657
"790",19013,78.2,8.53190125,"Iowa","Black Hawk County, IA","Midwest",130786,"lessLess","Small Metro",42.4701,-92.3088
"791",19015,47.3285714285714,8.05313625,"Iowa","Boone County, IA","Midwest",26277,"lessLess","Micropolitan",42.0365,-93.9316
"792",19017,29.8857142857143,6.662775,"Iowa","Bremer County, IA","Midwest",25311,"lessLess","Noncore",42.7746,-92.3181
"793",19019,38.5428571428571,8.30368125,"Iowa","Buchanan County, IA","Midwest",21287,"lessLess","Noncore",42.4708,-91.8379
"794",19021,46.2714285714286,5.185865,"Iowa","Buena Vista County, IA","Midwest",19772,"lessLess","Noncore",42.7355,-95.1511
"795",19023,37.0285714285714,5.95731875,"Iowa","Butler County, IA","Midwest",14333,"lessLess","Noncore",42.7316,-92.7902
"796",19025,42.6,6.3645575,"Iowa","Calhoun County, IA","Midwest",9473,"lessLess","Noncore",42.3852,-94.6404
"797",19027,86.4571428571429,7.15658875,"Iowa","Carroll County, IA","Midwest",19914,"moreLess","Noncore",42.0362,-94.8605
"798",19029,95.6285714285714,9.0702075,"Iowa","Cass County, IA","Midwest",12817,"moreLess","Noncore",41.3315,-94.9278
"799",19031,21.6,6.9841075,"Iowa","Cedar County, IA","Midwest",18485,"lessLess","Noncore",41.7723,-91.1324
"800",19033,98.1285714285714,11.89641125,"Iowa","Cerro Gordo County, IA","Midwest",42103,"moreLess","Micropolitan",43.0816,-93.2608
"801",19035,57.3857142857143,4.61894625,"Iowa","Cherokee County, IA","Midwest",11190,"lessLess","Noncore",42.7356,-95.6238
"802",19037,28.6714285714286,5.593815,"Iowa","Chickasaw County, IA","Midwest",11834,"lessLess","Noncore",43.0601,-92.3177
"803",19039,70.1,9.9497475,"Iowa","Clarke County, IA","Midwest",9353,"lessLess","Noncore",41.029,-93.7852
"804",19041,93.3285714285714,5.02486625,"Iowa","Clay County, IA","Midwest",15976,"moreLess","Micropolitan",43.0826,-95.1509
"805",19043,42.3857142857143,7.7296325,"Iowa","Clayton County, IA","Midwest",17321,"lessLess","Noncore",42.8447,-91.3414
"806",19045,72.7285714285714,11.55785125,"Iowa","Clinton County, IA","Midwest",46392,"lessLess","Micropolitan",41.898,-90.532
"807",19047,53.1857142857143,5.8779925,"Iowa","Crawford County, IA","Midwest",16834,"lessLess","Noncore",42.0372,-95.382
"808",19049,19.9571428571429,6.33763875,"Iowa","Dallas County, IA","Midwest",96963,"lessLess","Medium Metro",41.6849,-94.0398
"809",19051,36.5714285714286,6.5773775,"Iowa","Davis County, IA","Midwest",9051,"lessLess","Noncore",40.7477,-92.4097
"810",19053,25.9,9.43360875,"Iowa","Decatur County, IA","Midwest",7769,"lessLess","Noncore",40.7377,-93.7863
"811",19055,47.4285714285714,6.17763375,"Iowa","Delaware County, IA","Midwest",16937,"lessLess","Noncore",42.4712,-91.3673
"812",19057,95.9285714285714,12.61366875,"Iowa","Des Moines County, IA","Midwest",38708,"moreLess","Micropolitan",40.9232,-91.1815
"813",19059,57.5714285714286,5.90285375,"Iowa","Dickinson County, IA","Midwest",17549,"lessLess","Noncore",43.378,-95.1508
"814",19061,60.6428571428571,9.01263625,"Iowa","Dubuque County, IA","Midwest",97590,"lessLess","Small Metro",42.4688,-90.8825
"815",19063,46.5,4.515525,"Iowa","Emmet County, IA","Midwest",9095,"lessLess","Noncore",43.3781,-94.6785
"816",19065,79.0285714285714,6.58235,"Iowa","Fayette County, IA","Midwest",19258,"lessLess","Noncore",42.8626,-91.8443
"817",19067,77.3714285714286,5.007705,"Iowa","Floyd County, IA","Midwest",15480,"lessLess","Noncore",43.0599,-92.789
"818",19069,27.6571428571429,5.02828125,"Iowa","Franklin County, IA","Midwest",9971,"lessLess","Noncore",42.7325,-93.2625
"819",19071,58.8142857142857,10.46295375,"Iowa","Fremont County, IA","Midwest",6729,"lessLess","Noncore",40.7456,-95.6047
"820",19073,70.9285714285714,7.55287,"Iowa","Greene County, IA","Midwest",8795,"lessLess","Noncore",42.0363,-94.3968
"821",19075,8.32857142857143,6.871355,"Iowa","Grundy County, IA","Midwest",12217,"lessLess","Noncore",42.4019,-92.7914
"822",19077,17.5,6.450565,"Iowa","Guthrie County, IA","Midwest",10737,"lessLess","Noncore",41.6837,-94.5011
"823",19079,59.5714285714286,6.57302125,"Iowa","Hamilton County, IA","Midwest",14716,"lessLess","Noncore",42.3838,-93.7068
"824",19081,25.9428571428571,4.42863,"Iowa","Hancock County, IA","Midwest",10507,"lessLess","Noncore",43.0819,-93.7343
"825",19083,55.5714285714286,5.87481,"Iowa","Hardin County, IA","Midwest",16575,"lessLess","Noncore",42.3839,-93.2404
"826",19085,64.5428571428571,10.06413375,"Iowa","Harrison County, IA","Midwest",13928,"lessLess","Noncore",41.6829,-95.8168
"827",19087,51.4714285714286,7.84749125,"Iowa","Henry County, IA","Midwest",19697,"lessLess","Noncore",40.988,-91.5445
"828",19089,46.9285714285714,3.97004375,"Iowa","Howard County, IA","Midwest",9176,"lessLess","Noncore",43.3568,-92.3172
"829",19091,42.6428571428571,5.485945,"Iowa","Humboldt County, IA","Midwest",9473,"lessLess","Noncore",42.7765,-94.2072
"830",19093,81.8428571428571,6.471635,"Iowa","Ida County, IA","Midwest",6833,"lessLess","Noncore",42.3869,-95.5135
"831",19095,14.9,6.70617125,"Iowa","Iowa County, IA","Midwest",16138,"lessLess","Noncore",41.6863,-92.0655
"832",19097,29.7285714285714,10.526775,"Iowa","Jackson County, IA","Midwest",19205,"lessLess","Noncore",42.1717,-90.5743
"833",19099,80.5428571428571,12.05710375,"Iowa","Jasper County, IA","Midwest",37148,"lessLess","Micropolitan",41.686,-93.0538
"834",19101,65.0142857142857,10.4437075,"Iowa","Jefferson County, IA","Midwest",18347,"lessLess","Noncore",41.0318,-91.9489
"835",19103,39.9714285714286,8.08057375,"Iowa","Johnson County, IA","Midwest",153740,"lessLess","Small Metro",41.6715,-91.5881
"836",19105,18.5714285714286,6.53607,"Iowa","Jones County, IA","Midwest",20617,"lessLess","Noncore",42.1212,-91.1315
"837",19107,16.0857142857143,6.6720875,"Iowa","Keokuk County, IA","Midwest",10085,"lessLess","Noncore",41.3365,-92.1786
"838",19109,36.6714285714286,4.405715,"Iowa","Kossuth County, IA","Midwest",14680,"lessLess","Noncore",43.2041,-94.2067
"839",19111,89.3714285714286,12.56946375,"Iowa","Lee County, IA","Midwest",33480,"moreLess","Micropolitan",40.642,-91.4793
"840",19113,66.1857142857143,13.81317625,"Iowa","Linn County, IA","Midwest",227854,"lessLess","Small Metro",42.079,-91.599
"841",19115,18.2571428571429,9.27562125,"Iowa","Louisa County, IA","Midwest",11011,"lessLess","Noncore",41.2185,-91.2596
"842",19117,69.6142857142857,10.886895,"Iowa","Lucas County, IA","Midwest",8518,"lessLess","Noncore",41.0294,-93.3277
"843",19119,24.5857142857143,4.7868875,"Iowa","Lyon County, IA","Midwest",11756,"lessLess","Noncore",43.3805,-96.2102
"844",19121,40.4571428571429,8.49681375,"Iowa","Madison County, IA","Midwest",16521,"lessLess","Noncore",41.3307,-94.0156
"845",19123,74.5142857142857,9.80373,"Iowa","Mahaska County, IA","Midwest",22370,"lessLess","Micropolitan",41.3352,-92.6409
"846",19125,56.3571428571429,10.55764375,"Iowa","Marion County, IA","Midwest",33168,"lessLess","Noncore",41.3344,-93.0994
"847",19127,75.9428571428571,6.3128075,"Iowa","Marshall County, IA","Midwest",39495,"lessLess","Micropolitan",42.0358,-92.9988
"848",19129,24.6714285714286,8.79894375,"Iowa","Mills County, IA","Midwest",14766,"lessLess","Noncore",41.0334,-95.6213
"849",19131,28.3714285714286,4.66029,"Iowa","Mitchell County, IA","Midwest",10647,"lessLess","Noncore",43.3564,-92.789
"850",19133,77.8428571428571,9.938455,"Iowa","Monona County, IA","Midwest",8598,"lessLess","Noncore",42.0516,-95.9599
"851",19135,76.3857142857143,8.26372375,"Iowa","Monroe County, IA","Midwest",7770,"lessLess","Noncore",41.0298,-92.869
"852",19137,79.4571428571429,12.42009375,"Iowa","Montgomery County, IA","Midwest",9935,"lessLess","Noncore",41.0302,-95.1563
"853",19139,60.6428571428571,7.47064625,"Iowa","Muscatine County, IA","Midwest",42394,"lessLess","Micropolitan",41.4839,-91.1127
"854",19141,27.3,3.6947325,"Iowa","O'Brien County, IA","Midwest",13679,"lessLess","Noncore",43.0838,-95.6249
"855",19143,21.4,6.762255,"Iowa","Osceola County, IA","Midwest",5987,"lessLess","Noncore",43.3786,-95.6237
"856",19145,91.5428571428571,8.79345875,"Iowa","Page County, IA","Midwest",15073,"moreLess","Noncore",40.7391,-95.1502
"857",19147,51.1285714285714,4.3358025,"Iowa","Palo Alto County, IA","Midwest",8845,"lessLess","Noncore",43.0821,-94.6781
"858",19149,36.8428571428571,5.41294875,"Iowa","Plymouth County, IA","Midwest",25219,"lessLess","Noncore",42.7378,-96.2141
"859",19151,58.5,5.54841625,"Iowa","Pocahontas County, IA","Midwest",6607,"lessLess","Noncore",42.7342,-94.6787
"860",19153,90.2,16.1317525,"Iowa","Polk County, IA","Midwest",494281,"moreMore","Medium Metro",41.6854,-93.5734
"861",19155,91.1285714285714,12.87868125,"Iowa","Pottawattamie County, IA","Midwest",93328,"moreLess","Medium Metro",41.3366,-95.5423
"862",19157,50.1857142857143,7.42195125,"Iowa","Poweshiek County, IA","Midwest",18381,"lessLess","Noncore",41.6864,-92.5315
"863",19159,68.6428571428571,9.18053875,"Iowa","Ringgold County, IA","Midwest",4801,"lessLess","Noncore",40.7352,-94.244
"864",19161,35.8285714285714,7.07086875,"Iowa","Sac County, IA","Midwest",9603,"lessLess","Noncore",42.3862,-95.1054
"865",19163,77.7428571428571,16.31015125,"Iowa","Scott County, IA","Midwest",173216,"lessMore","Medium Metro",41.6371,-90.6232
"866",19165,43.4857142857143,7.611165,"Iowa","Shelby County, IA","Midwest",11430,"lessLess","Noncore",41.6851,-95.3102
"867",19167,23.9142857142857,2.8830475,"Iowa","Sioux County, IA","Midwest",35043,"lessLess","Noncore",43.0826,-96.1779
"868",19169,34.1285714285714,7.09766375,"Iowa","Story County, IA","Midwest",98237,"lessLess","Micropolitan",42.0362,-93.465
"869",19171,12.9714285714286,7.20219,"Iowa","Tama County, IA","Midwest",16801,"lessLess","Noncore",42.0798,-92.5326
"870",19173,55.4571428571429,7.99242375,"Iowa","Taylor County, IA","Midwest",6092,"lessLess","Noncore",40.7374,-94.6964
"871",19175,95.1428571428571,11.375625,"Iowa","Union County, IA","Midwest",12157,"moreLess","Noncore",41.0277,-94.2424
"872",19177,NA,8.804585,"Iowa","Van Buren County, IA","Midwest",7069,NA,"Noncore",40.7532,-91.95
"873",19179,101.128571428571,10.8668975,"Iowa","Wapello County, IA","Midwest",34985,"moreLess","Micropolitan",41.0306,-92.4095
"874",19181,37.1428571428571,10.4562925,"Iowa","Warren County, IA","Midwest",52265,"lessLess","Medium Metro",41.3343,-93.5615
"875",19183,34.0428571428571,7.4942825,"Iowa","Washington County, IA","Midwest",21992,"lessLess","Noncore",41.3356,-91.7179
"876",19185,89.1428571428571,10.16094625,"Iowa","Wayne County, IA","Midwest",6415,"moreLess","Noncore",40.7395,-93.3274
"877",19187,82.4857142857143,12.74776375,"Iowa","Webster County, IA","Midwest",35934,"moreLess","Micropolitan",42.4279,-94.1818
"878",19189,36.8,5.02708625,"Iowa","Winnebago County, IA","Midwest",10277,"lessLess","Noncore",43.3776,-93.7342
"879",19191,39.8857142857143,4.927995,"Iowa","Winneshiek County, IA","Midwest",19862,"lessLess","Noncore",43.2907,-91.8437
"880",19193,60.3428571428571,9.70381625,"Iowa","Woodbury County, IA","Midwest",103138,"lessLess","Small Metro",42.3897,-96.0448
"881",19195,NA,9.03473,"Iowa","Worth County, IA","Midwest",7359,NA,"Noncore",43.3774,-93.2609
"882",19197,66.4428571428571,6.0195425,"Iowa","Wright County, IA","Midwest",12416,"lessLess","Noncore",42.7331,-93.7352
"883",20001,121.271428571429,15.9310925,"Kansas","Allen County, KS","Midwest",12399,"moreMore","Noncore",37.8857,-95.3014
"884",20003,NA,10.7632425,"Kansas","Anderson County, KS","Midwest",7949,NA,"Noncore",38.2142,-95.2933
"885",20005,113.957142857143,11.16908875,"Kansas","Atchison County, KS","Midwest",16015,"moreLess","Micropolitan",39.5318,-95.3135
"886",20007,110.371428571429,15.4273875,"Kansas","Barber County, KS","Midwest",4358,"moreMore","Noncore",37.2289,-98.6848
"887",20009,110.8,7.77347875,"Kansas","Barton County, KS","Midwest",25658,"moreLess","Micropolitan",38.479,-98.7565
"888",20011,96.4428571428572,14.12117,"Kansas","Bourbon County, KS","Midwest",14435,"moreLess","Noncore",37.8552,-94.8493
"889",20013,17.8,13.2683625,"Kansas","Brown County, KS","Midwest",9482,"lessLess","Noncore",39.8265,-95.5642
"890",20015,98.6428571428571,15.54000375,"Kansas","Butler County, KS","Midwest",66992,"moreMore","Medium Metro",37.7812,-96.839
"891",20017,NA,9.66174625,"Kansas","Chase County, KS","Midwest",2586,NA,"Noncore",38.302,-96.594
"892",20019,22.1714285714286,18.41712375,"Kansas","Chautauqua County, KS","Midwest",3230,"lessMore","Noncore",37.15,-96.2454
"893",20021,31.5142857142857,17.270245,"Kansas","Cherokee County, KS","Midwest",19681,"lessMore","Noncore",37.1693,-94.8463
"894",20023,87.4857142857143,7.36796,"Kansas","Cheyenne County, KS","Midwest",2600,"moreLess","Noncore",39.7859,-101.7319
"895",20025,NA,9.1301925,"Kansas","Clark County, KS","Midwest",1963,NA,"Noncore",37.2355,-99.8203
"896",20027,72.1428571428571,11.77361875,"Kansas","Clay County, KS","Midwest",8025,"lessLess","Noncore",39.3497,-97.1652
"897",20029,61.4571428571429,7.35673875,"Kansas","Cloud County, KS","Midwest",8642,"lessLess","Noncore",39.4803,-97.6492
"898",20031,104.2,14.18529,"Kansas","Coffey County, KS","Midwest",8158,"moreLess","Noncore",38.2369,-95.7341
"899",20033,NA,11.3833825,"Kansas","Comanche County, KS","Midwest",1690,NA,"Noncore",37.1913,-99.2718
"900",20035,104.528571428571,14.544735,"Kansas","Cowley County, KS","Midwest",34628,"moreLess","Micropolitan",37.2377,-96.8375
"901",20037,134.771428571429,12.87419,"Kansas","Crawford County, KS","Midwest",38730,"moreLess","Micropolitan",37.5073,-94.8518
